"Date","Category","Priority"
2026-03-27,"Cancellation Requests","High"
2026-01-22,"Delivery Delays","Low"
2026-04-29,"Fraud/Scam Concerns","Low"
2025-10-08,"App Issues","High"
2025-12-29,"Account Access","Medium"
2026-05-25,"Delivery Delays","Low"
2026-04-10,"Subscription Issues","Medium"
2025-12-31,"Account Access","Low"
2026-03-16,"Service Quality","High"
2026-02-15,"Website Problems","Low"
2026-05-26,"Technical Errors","High"
2026-05-01,"Service Quality","Medium"
2025-11-23,"Website Problems","Medium"
2026-04-22,"Cancellation Requests","Low"
2026-03-05,"Technical Errors","Low"
2026-01-14,"Product Defects","Low"
2025-10-26,"Delivery Delays","High"
2026-04-11,"Product Defects","Medium"
2026-05-02,"Cancellation Requests","High"
2026-01-21,"Billing Issues","Low"
2025-10-20,"Account Access","Low"
2025-10-12,"Delivery Delays","Low"
2026-03-14,"Information Requests","Low"
2026-02-15,"Complaints Handling","Low"
2026-06-04,"Customer Behaviour","Low"
2026-04-08,"Customer Behaviour","Low"
2026-05-21,"Data/Privacy Queries","Medium"
2026-05-21,"Other","Medium"
2026-01-25,"Subscription Issues","Low"
2026-04-26,"Delivery Delays","High"
2025-11-27,"Cancellation Requests","Low"
2026-02-01,"Product Defects","High"
2025-11-08,"Billing Issues","Low"
2025-12-29,"Product Defects","Medium"
2026-03-20,"Information Requests","High"
2025-11-06,"Customer Behaviour","Medium"
2026-01-11,"Delivery Delays","Medium"
2026-06-01,"Billing Issues","High"
2026-04-06,"Communication Problems","Medium"
2025-11-13,"Fraud/Scam Concerns","High"
2025-12-05,"Account Access","High"
2026-02-19,"Billing Issues","Low"
2026-06-06,"Billing Issues","Low"
2026-03-25,"Data/Privacy Queries","Medium"
2026-02-19,"Service Quality","Low"
2025-12-12,"Delivery Delays","Low"
2026-05-28,"Customer Behaviour","Low"
2025-11-23,"Delivery Delays","Medium"
2026-03-21,"Cancellation Requests","Medium"
2026-03-07,"Complaints Handling","High"
2026-02-21,"Subscription Issues","Low"
2025-10-15,"Delivery Delays","Low"
2026-06-04,"Service Quality","Low"
2026-01-09,"Customer Behaviour","Low"
2026-04-05,"Technical Errors","High"
2025-11-18,"Delivery Delays","Medium"
2025-12-10,"Billing Issues","Low"
2026-03-07,"Service Quality","Low"
2026-02-19,"Refund Requests","Low"
2026-03-20,"Information Requests","Low"
2026-05-30,"Technical Errors","High"
2026-05-04,"Account Access","Medium"
2025-12-22,"Customer Behaviour","Low"
2026-01-15,"Delivery Delays","Medium"
2026-02-22,"Delivery Delays","High"
2026-02-15,"Billing Issues","Medium"
2025-10-01,"App Issues","Low"
2026-04-28,"Cancellation Requests","High"
2026-04-24,"Service Quality","Low"
2026-03-19,"Billing Issues","Medium"
2026-04-11,"Cancellation Requests","Low"
2026-01-13,"Product Defects","Low"
2026-03-07,"Service Quality","Medium"
2026-05-31,"Data/Privacy Queries","Medium"
2026-03-11,"Cancellation Requests","Low"
2026-03-24,"Billing Issues","Medium"
2025-11-09,"Cancellation Requests","High"
2026-01-06,"Account Access","Medium"
2026-04-16,"Payment Failures","Medium"
2026-03-05,"Delivery Delays","Low"
2026-05-11,"Service Quality","High"
2026-04-14,"Refund Requests","Low"
2025-11-29,"Information Requests","Low"
2026-05-27,"App Issues","Low"
2026-03-30,"Account Access","Medium"
2025-11-28,"Customer Behaviour","Medium"
2026-01-29,"Fraud/Scam Concerns","Medium"
2025-12-10,"Billing Issues","Medium"
2026-01-17,"Technical Errors","Medium"
2025-11-05,"Account Access","Low"
2026-03-13,"Account Access","Low"
2025-11-29,"Customer Behaviour","Medium"
2026-01-10,"Technical Errors","High"
2026-03-30,"Website Problems","High"
2026-05-27,"Delivery Delays","Low"
2026-06-03,"App Issues","Low"
2026-05-24,"Payment Failures","Low"
2026-02-23,"Billing Issues","Low"
2025-12-31,"Delivery Delays","Low"
2026-04-22,"Delivery Delays","Low"
2026-03-02,"Delivery Delays","Medium"
2025-10-24,"Information Requests","Low"
2026-01-17,"Technical Errors","Low"
2025-10-13,"Account Access","Medium"
2025-12-30,"Data/Privacy Queries","Medium"
2026-04-01,"Billing Issues","Low"
2026-06-05,"Complaints Handling","Medium"
2025-12-26,"Subscription Issues","Low"
2026-02-17,"Service Quality","Medium"
2026-01-26,"Complaints Handling","Low"
2025-12-02,"Product Defects","Low"
2025-10-10,"Complaints Handling","Medium"
2025-10-13,"Data/Privacy Queries","Medium"
2026-02-16,"Delivery Delays","Low"
2025-11-23,"Fraud/Scam Concerns","Low"
2026-04-05,"Service Quality","Low"
2026-01-18,"Refund Requests","Low"
2026-03-21,"Billing Issues","Medium"
2026-02-24,"Information Requests","Low"
2026-01-19,"Website Problems","Medium"
2026-05-10,"Billing Issues","Low"
2025-10-28,"Technical Errors","Low"
2026-01-09,"Delivery Delays","High"
2026-02-23,"Account Access","Medium"
2025-11-09,"Delivery Delays","Medium"
2026-03-09,"Other","Low"
2026-03-08,"Technical Errors","High"
2025-12-07,"Billing Issues","Low"
2025-11-25,"Subscription Issues","Medium"
2026-04-09,"App Issues","High"
2026-03-20,"Website Problems","Medium"
2025-10-10,"App Issues","High"
2025-10-19,"App Issues","Medium"
2025-10-11,"Billing Issues","Low"
2025-10-17,"Product Defects","Medium"
2025-12-23,"Product Defects","Low"
2026-03-08,"Product Defects","Medium"
2026-01-24,"Product Defects","Low"
2025-12-16,"Fraud/Scam Concerns","Low"
2025-12-02,"Delivery Delays","Medium"
2026-05-31,"Cancellation Requests","Medium"
2025-12-30,"Billing Issues","High"
2026-04-27,"Subscription Issues","High"
2026-03-05,"Customer Behaviour","Medium"
2026-05-05,"Product Defects","High"
2026-03-12,"Information Requests","Low"
2025-12-18,"Payment Failures","Low"
2025-10-28,"Account Access","Medium"
2026-05-07,"Product Defects","Low"
2026-03-27,"Technical Errors","High"
2026-05-27,"Refund Requests","Low"
2026-05-22,"Fraud/Scam Concerns","High"
2025-10-14,"Customer Behaviour","Medium"
2026-01-28,"Delivery Delays","Low"
2025-11-24,"Account Access","Low"
2026-03-24,"Product Defects","Medium"
2026-03-18,"Product Defects","Low"
2026-02-12,"Customer Behaviour","High"
2026-02-13,"Website Problems","Low"
2025-11-28,"Account Access","Low"
2025-11-06,"Information Requests","Low"
2025-12-11,"Customer Behaviour","Medium"
2025-11-15,"Billing Issues","Low"
2026-01-12,"Delivery Delays","Medium"
2026-06-06,"Account Access","High"
2026-05-08,"Delivery Delays","Medium"
2025-11-18,"Delivery Delays","Low"
2026-01-23,"Complaints Handling","Medium"
2026-01-27,"Fraud/Scam Concerns","Medium"
2026-04-19,"Website Problems","Medium"
2025-11-08,"Account Access","Low"
2026-04-10,"Billing Issues","High"
2026-03-05,"Service Quality","Low"
2026-05-27,"Delivery Delays","Medium"
2026-05-09,"Account Access","High"
2026-03-30,"Customer Behaviour","Medium"
2026-01-08,"Billing Issues","High"
2025-10-08,"Billing Issues","Low"
2025-12-20,"Cancellation Requests","Medium"
2026-04-24,"Information Requests","Low"
2026-06-02,"Product Defects","Low"
2026-02-05,"Delivery Delays","Low"
2025-10-03,"App Issues","Low"
2026-05-24,"App Issues","Low"
2025-11-22,"Payment Failures","High"
2026-03-20,"Technical Errors","High"
2026-03-27,"Product Defects","Medium"
2026-04-20,"Account Access","Low"
2025-11-22,"App Issues","Low"
2026-06-03,"Technical Errors","High"
2026-05-11,"Payment Failures","Low"
2025-11-18,"Billing Issues","Medium"
2026-06-05,"Billing Issues","Low"
2026-05-24,"Technical Errors","Medium"
2026-05-03,"Information Requests","Low"
2026-04-03,"Customer Behaviour","Low"
2025-12-11,"Product Defects","Medium"
2026-05-26,"Delivery Delays","Low"
2026-04-09,"Customer Behaviour","Medium"
2026-01-06,"Delivery Delays","Medium"
2026-05-12,"Customer Behaviour","Medium"
2026-03-19,"Billing Issues","Medium"
2026-05-26,"Delivery Delays","Low"
2026-05-28,"Cancellation Requests","Low"
2025-11-07,"Service Quality","Low"
2025-12-02,"Subscription Issues","Low"
2025-12-08,"Billing Issues","Medium"
2025-12-04,"Fraud/Scam Concerns","Low"
2026-05-08,"Subscription Issues","High"
2026-02-02,"Fraud/Scam Concerns","High"
2025-12-13,"Billing Issues","Low"
2026-03-02,"Service Quality","Low"
2026-01-28,"Account Access","Medium"
2025-10-21,"Customer Behaviour","Low"
2026-02-24,"Billing Issues","Low"
2025-10-14,"Cancellation Requests","Low"
2026-06-05,"Payment Failures","Low"
2026-03-07,"Technical Errors","Low"
2026-02-11,"Subscription Issues","Low"
2025-10-31,"Billing Issues","Medium"
2026-03-27,"Delivery Delays","Medium"
2026-05-19,"Refund Requests","Low"
2025-10-30,"Refund Requests","Medium"
2026-01-20,"Billing Issues","Low"
2025-11-04,"Fraud/Scam Concerns","Medium"
2025-12-02,"Service Quality","Medium"
2025-11-29,"Billing Issues","Medium"
2025-11-28,"Technical Errors","High"
2026-05-08,"Refund Requests","Medium"
2026-03-19,"Information Requests","Medium"
2025-11-02,"Subscription Issues","Low"
2025-11-13,"App Issues","Low"
2025-12-25,"Communication Problems","Low"
2026-04-22,"Product Defects","Medium"
2026-02-10,"Payment Failures","Medium"
2026-05-26,"Payment Failures","Low"
2026-01-22,"Service Quality","Low"
2026-05-11,"Technical Errors","High"
2026-06-07,"Account Access","Low"
2025-10-30,"Delivery Delays","Low"
2025-12-01,"Product Defects","Low"
2026-05-07,"Service Quality","Medium"
2025-12-07,"Customer Behaviour","Low"
2026-06-08,"Account Access","Medium"
2026-03-04,"Website Problems","Low"
2026-03-22,"Billing Issues","Low"
2026-01-22,"Delivery Delays","Low"
2026-01-13,"Delivery Delays","High"
2025-11-01,"Billing Issues","Medium"
2026-05-14,"Information Requests","Low"
2026-01-03,"Service Quality","Low"
2026-06-08,"Customer Behaviour","High"
2025-10-06,"Billing Issues","Low"
2026-03-11,"Service Quality","Medium"
2026-02-08,"Account Access","Low"
2026-06-05,"Website Problems","Medium"
2025-12-02,"Third-party Issues","Low"
2025-11-27,"Payment Failures","Low"
2026-05-05,"Billing Issues","Medium"
2026-04-27,"Subscription Issues","Low"
2026-05-06,"Billing Issues","High"
2026-04-11,"Data/Privacy Queries","High"
2026-04-08,"Information Requests","Medium"
2025-11-02,"Cancellation Requests","Medium"
2025-10-06,"Product Defects","Low"
2026-05-08,"Data/Privacy Queries","Low"
2025-11-11,"Account Access","Low"
2026-03-07,"Technical Errors","High"
2026-05-04,"Account Access","High"
2026-02-23,"Service Quality","High"
2025-10-12,"Payment Failures","High"
2026-02-24,"Cancellation Requests","Low"
2026-02-17,"Cancellation Requests","Low"
2025-12-24,"Information Requests","Low"
2026-05-08,"Payment Failures","High"
2025-11-01,"Complaints Handling","Medium"
2025-11-13,"Delivery Delays","Low"
2026-03-10,"Billing Issues","Low"
2025-11-02,"Account Access","Low"
2026-02-25,"App Issues","Medium"
2025-11-11,"Cancellation Requests","Medium"
2026-05-31,"Billing Issues","Low"
2026-06-04,"Subscription Issues","Low"
2026-04-06,"Technical Errors","High"
2025-12-24,"Billing Issues","Medium"
2025-11-02,"Subscription Issues","Medium"
2025-11-17,"Third-party Issues","High"
2026-01-15,"Cancellation Requests","Medium"
2026-03-24,"Billing Issues","Low"
2026-05-25,"Billing Issues","Low"
2025-11-21,"Technical Errors","High"
2025-12-06,"Account Access","Medium"
2026-05-19,"Fraud/Scam Concerns","High"
2026-02-21,"Refund Requests","Low"
2026-02-23,"Other","Medium"
2025-10-21,"Payment Failures","High"
2026-06-04,"Third-party Issues","Low"
2025-11-11,"Product Defects","Medium"
2026-05-08,"Service Quality","High"
2025-11-16,"Cancellation Requests","High"
2026-04-15,"Subscription Issues","Low"
2026-01-21,"Fraud/Scam Concerns","Low"
2026-02-20,"Cancellation Requests","Medium"
2026-01-14,"Billing Issues","Medium"
2025-11-18,"Delivery Delays","Medium"
2025-11-30,"Product Defects","Low"
2026-04-24,"Service Quality","Low"
2026-02-08,"Data/Privacy Queries","Low"
2026-04-10,"Third-party Issues","Medium"
2025-12-31,"Product Defects","High"
2025-12-21,"Complaints Handling","Low"
2026-05-10,"Billing Issues","Medium"
2025-11-28,"Delivery Delays","Medium"
2026-01-15,"Technical Errors","Low"
2026-06-02,"Technical Errors","Low"
2025-11-28,"App Issues","Low"
2026-03-05,"Information Requests","Low"
2026-02-19,"Service Quality","Medium"
2025-11-04,"Service Quality","Low"
2026-03-05,"Data/Privacy Queries","Low"
2026-04-30,"Technical Errors","High"
2026-05-01,"Technical Errors","High"
2025-12-08,"Subscription Issues","Low"
2026-03-26,"Account Access","Low"
2025-11-12,"Information Requests","Medium"
2025-12-26,"Fraud/Scam Concerns","Medium"
2026-05-18,"Delivery Delays","Low"
2026-04-04,"Product Defects","High"
2026-02-28,"Product Defects","Medium"
2026-04-14,"Service Quality","Medium"
2026-05-31,"Other","High"
2025-12-22,"Billing Issues","Low"
2025-12-23,"Technical Errors","Low"
2025-11-11,"Complaints Handling","Medium"
2025-10-22,"Website Problems","Low"
2026-01-06,"Service Quality","Medium"
2025-10-10,"Account Access","Low"
2026-01-12,"Product Defects","Medium"
2025-11-06,"Refund Requests","Low"
2026-04-28,"Information Requests","Low"
2025-12-27,"Technical Errors","Medium"
2026-05-01,"Complaints Handling","High"
2026-02-07,"Product Defects","Low"
2026-02-04,"Data/Privacy Queries","High"
2025-12-17,"Delivery Delays","Medium"
2026-05-27,"Refund Requests","Medium"
2025-11-04,"Fraud/Scam Concerns","Medium"
2026-02-07,"Subscription Issues","Low"
2025-12-31,"Cancellation Requests","Low"
2026-02-26,"Delivery Delays","Medium"
2025-10-23,"Cancellation Requests","Medium"
2025-12-16,"Customer Behaviour","Low"
2026-01-02,"Complaints Handling","High"
2026-03-25,"Service Quality","High"
2026-05-12,"Billing Issues","Low"
2025-10-07,"Technical Errors","High"
2025-10-10,"Third-party Issues","Medium"
2025-10-24,"Technical Errors","Low"
2026-04-10,"Complaints Handling","Low"
2026-02-10,"Account Access","Low"
2026-03-11,"Product Defects","Low"
2025-11-26,"Complaints Handling","Medium"
2026-01-22,"Billing Issues","Medium"
2025-10-17,"Technical Errors","Medium"
2026-03-27,"Other","Medium"
2026-01-16,"Billing Issues","Low"
2026-03-09,"App Issues","Low"
2026-03-14,"Service Quality","Low"
2025-12-31,"Customer Behaviour","Low"
2026-05-06,"Product Defects","Medium"
2025-11-07,"Delivery Delays","Medium"
2025-12-06,"Service Quality","Low"
2026-03-31,"Fraud/Scam Concerns","High"
2026-02-22,"Payment Failures","Medium"
2026-03-28,"Payment Failures","Medium"
2025-10-02,"Other","High"
2026-01-08,"Service Quality","Medium"
2026-04-11,"Delivery Delays","Medium"
2026-02-11,"Payment Failures","Low"
2026-04-23,"Payment Failures","High"
2026-05-15,"Service Quality","Low"
2026-04-01,"Service Quality","Medium"
2026-01-31,"Technical Errors","Low"
2026-03-01,"Service Quality","Medium"
2025-10-03,"Service Quality","Medium"
2026-01-02,"Product Defects","Medium"
2025-11-21,"Data/Privacy Queries","Medium"
2025-12-04,"Complaints Handling","High"
2025-11-08,"Delivery Delays","Low"
2025-11-20,"Data/Privacy Queries","Medium"
2025-10-31,"Complaints Handling","Low"
2025-11-22,"Product Defects","Low"
2025-10-28,"Refund Requests","High"
2026-02-25,"Delivery Delays","Medium"
2026-03-16,"Billing Issues","Medium"
2026-01-22,"Technical Errors","High"
2025-12-22,"Billing Issues","Medium"
2026-03-21,"Payment Failures","Low"
2025-11-25,"Customer Behaviour","Medium"
2026-05-13,"Cancellation Requests","Low"
2026-01-20,"Subscription Issues","Low"
2025-10-03,"Delivery Delays","Low"
2025-11-06,"Billing Issues","High"
2025-10-16,"Refund Requests","Low"
2026-03-27,"Payment Failures","High"
2026-05-24,"Customer Behaviour","Low"
2026-04-30,"Service Quality","Low"
2025-12-10,"Information Requests","Low"
2026-03-29,"Product Defects","Low"
2025-11-08,"Customer Behaviour","Low"
2026-03-21,"Customer Behaviour","Low"
2025-10-02,"Information Requests","Low"
2026-02-23,"Cancellation Requests","Medium"
2026-03-19,"Account Access","Low"
2026-02-20,"Product Defects","Medium"
2026-03-27,"Account Access","Low"
2025-12-07,"Third-party Issues","Medium"
2026-04-11,"Product Defects","Low"
2026-06-07,"Data/Privacy Queries","Low"
2026-04-26,"Refund Requests","Low"
2025-10-25,"Subscription Issues","Low"
2026-04-04,"Complaints Handling","Low"
2026-01-13,"Account Access","Low"
2026-03-28,"Product Defects","Low"
2025-11-30,"Delivery Delays","Low"
2026-06-02,"Refund Requests","Medium"
2026-03-28,"Information Requests","Low"
2026-01-10,"Third-party Issues","Medium"
2026-02-26,"App Issues","Low"
2026-03-11,"Billing Issues","Medium"
2025-12-30,"Billing Issues","Medium"
2026-03-16,"Service Quality","Medium"
2026-01-29,"Subscription Issues","Low"
2025-10-20,"Billing Issues","Low"
2025-12-07,"Billing Issues","Medium"
2026-03-23,"Product Defects","Medium"
2026-04-16,"Data/Privacy Queries","Medium"
2025-10-25,"Customer Behaviour","Low"
2025-11-01,"Payment Failures","Medium"
2025-12-10,"Refund Requests","High"
2026-01-06,"Information Requests","Low"
2026-05-13,"Service Quality","Low"
2025-10-18,"Refund Requests","Low"
2025-10-29,"Customer Behaviour","Low"
2026-03-25,"Billing Issues","Low"
2026-02-17,"Delivery Delays","Medium"
2026-02-24,"Product Defects","High"
2026-05-02,"Complaints Handling","Low"
2026-04-19,"Information Requests","Low"
2026-02-06,"Payment Failures","High"
2025-12-06,"Complaints Handling","Low"
2026-02-19,"Product Defects","High"
2025-11-08,"Account Access","Low"
2025-11-01,"Product Defects","Low"
